id,name,developer,area_sq_m,geometry,approval_no,authority,created_at,updated_at
5a8f9ece-26f3-4903-a762-79887e126448,Layout 70,Dummy Dev Pvt Ltd,25229,"POLYGON((79.999183 14.032465, 80.009183 14.032465, 80.009183 14.040465, 79.999183 14.040465, 79.999183 14.032465))",APP/2020/4441,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
aa5808d5-9cb8-4405-b8a1-41eb85bd3a51,Layout 71,Dummy Dev Pvt Ltd,66357,"POLYGON((80.063207 14.062693, 80.073207 14.062693, 80.073207 14.070693, 80.063207 14.070693, 80.063207 14.062693))",APP/2023/7658,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e6350f70-bdbe-4a27-a2ce-45a9d23d1121,Layout 72,Dummy Dev Pvt Ltd,51029,"POLYGON((80.092384 14.070948, 80.102384 14.070948, 80.102384 14.078948, 80.092384 14.078948, 80.092384 14.070948))",APP/2017/3900,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
43bfcb2e-23d2-4aa3-8d8b-e7da13dad24a,Layout 73,Dummy Dev Pvt Ltd,63540,"POLYGON((80.083142 13.998479, 80.093142 13.998479, 80.093142 14.006479, 80.083142 14.006479, 80.083142 13.998479))",APP/2021/5065,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
d143e771-7f43-41a1-8c39-ece0cc860fb3,Layout 74,Dummy Dev Pvt Ltd,34168,"POLYGON((80.021681 14.074737, 80.031681 14.074737, 80.031681 14.082737, 80.021681 14.082737, 80.021681 14.074737))",APP/2021/1634,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
08504536-4ac5-4049-a4a7-d0c54260d682,Layout 75,Dummy Dev Pvt Ltd,80332,"POLYGON((80.080859 14.018243, 80.090859 14.018243, 80.090859 14.026243, 80.080859 14.026243, 80.080859 14.018243))",APP/2020/6000,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b5971bff-797b-4c45-96fa-795076227633,Layout 76,Dummy Dev Pvt Ltd,49219,"POLYGON((80.077054 14.083132, 80.087054 14.083132, 80.087054 14.091132, 80.077054 14.091132, 80.077054 14.083132))",APP/2015/4164,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0282a980-80de-4201-8f7f-5ba69d32a829,Layout 77,Dummy Dev Pvt Ltd,29099,"POLYGON((80.034847 14.02386, 80.044847 14.02386, 80.044847 14.03186, 80.034847 14.03186, 80.034847 14.02386))",APP/2019/6753,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
9440b0b2-86ac-4072-bc18-5148dc4e48a6,Layout 78,Dummy Dev Pvt Ltd,90282,"POLYGON((80.059148 14.035968, 80.069148 14.035968, 80.069148 14.043968, 80.059148 14.043968, 80.059148 14.035968))",APP/2020/1452,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
4e29ba55-50ee-4448-8713-b57a665ef9dc,Layout 79,Dummy Dev Pvt Ltd,43405,"POLYGON((80.006534 14.09304, 80.016534 14.09304, 80.016534 14.10104, 80.006534 14.10104, 80.006534 14.09304))",APP/2024/5349,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e98f6641-b16b-40ee-bc6c-9e37cd9d6e4c,Layout 80,Dummy Dev Pvt Ltd,65309,"POLYGON((79.998826 14.055657, 80.008826 14.055657, 80.008826 14.063657, 79.998826 14.063657, 79.998826 14.055657))",APP/2020/8149,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
dffb3142-fd46-44c5-a926-b04676a884b3,Layout 81,Dummy Dev Pvt Ltd,70488,"POLYGON((80.055621 14.047142, 80.065621 14.047142, 80.065621 14.055142, 80.055621 14.055142, 80.055621 14.047142))",APP/2024/4114,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
6cc37838-819e-4bea-b43a-85ee83ccfaa9,Layout 82,Dummy Dev Pvt Ltd,20221,"POLYGON((80.020472 14.066879, 80.030472 14.066879, 80.030472 14.074879, 80.020472 14.074879, 80.020472 14.066879))",APP/2023/9821,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0faf1344-cd95-4a56-ba39-74b5d0a31072,Layout 83,Dummy Dev Pvt Ltd,45825,"POLYGON((80.063686 14.090026, 80.073686 14.090026, 80.073686 14.098026, 80.063686 14.098026, 80.063686 14.090026))",APP/2020/8066,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
32d66677-5fd6-4886-a6bb-ab0847041bc8,Layout 84,Dummy Dev Pvt Ltd,63279,"POLYGON((80.001997 14.062424, 80.011997 14.062424, 80.011997 14.070424, 80.001997 14.070424, 80.001997 14.062424))",APP/2024/6143,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
28dfebec-776e-41b7-bdde-40a0c595eaa2,Layout 85,Dummy Dev Pvt Ltd,59363,"POLYGON((80.061339 14.008463, 80.071339 14.008463, 80.071339 14.016463, 80.061339 14.016463, 80.061339 14.008463))",APP/2023/6067,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
818e9699-8031-443c-85c5-3df54524d808,Layout 86,Dummy Dev Pvt Ltd,58752,"POLYGON((80.061689 14.028618, 80.071689 14.028618, 80.071689 14.036618, 80.061689 14.036618, 80.061689 14.028618))",APP/2023/3085,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
9e0c3375-29ed-4eb7-8da4-b7b98794840c,Layout 87,Dummy Dev Pvt Ltd,69695,"POLYGON((80.014184 14.062493, 80.024184 14.062493, 80.024184 14.070493, 80.014184 14.070493, 80.014184 14.062493))",APP/2025/3851,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
d5b9f3ed-973b-45cb-ae66-50aa77e2d8c6,Layout 88,Dummy Dev Pvt Ltd,91819,"POLYGON((80.056551 14.026095, 80.066551 14.026095, 80.066551 14.034095, 80.056551 14.034095, 80.056551 14.026095))",APP/2015/5978,DTCP,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
