id,survey_no,village_code,mandal_code,district_code,village_name,mandal_name,district_name,centroid,geometry,layout_id,status,area_sq_m,created_at,updated_at
efda21c9-1fe2-4dce-b07e-a13061b4fff3,199/8A,VIL010,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.009875,14.057101","POLYGON((80.009125 14.056601, 80.010625 14.056601, 80.010625 14.057601, 80.009125 14.057601, 80.009125 14.056601))",6bf524bd-d698-4dad-aa15-173422a9baa7,Unauthorized,644,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
d54ec43d-7b74-4551-836c-836ed2b2127b,37/1A,VIL011,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.004909,14.022072","POLYGON((80.004159 14.021572, 80.005659 14.021572, 80.005659 14.022572, 80.004159 14.022572, 80.004159 14.021572))",cf4d9008-5451-45a0-80be-f2b2b8d54750,Approved,1126,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
2618da83-5d4f-4b8a-aeaa-46ba8fa66af9,240/1A,VIL012,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.09284,14.083208","POLYGON((80.09209 14.082708, 80.09359 14.082708, 80.09359 14.083708, 80.09209 14.083708, 80.09209 14.082708))",20481161-054f-49f5-8fb5-065c5386732b,Unauthorized,971,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
cdc32c62-a610-430b-a528-65a785d7c4de,30/10A,VIL013,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.082203,14.079425","POLYGON((80.081453 14.078925, 80.082953 14.078925, 80.082953 14.079925, 80.081453 14.079925, 80.081453 14.078925))",31cf2aa6-6851-4362-b9fb-e9cf0a0975a9,Unauthorized,203,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
28e54888-237a-43a4-9594-644da60e0b6a,40/4A,VIL014,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.07343,14.083446","POLYGON((80.07268 14.082946, 80.07418 14.082946, 80.07418 14.083946, 80.07268 14.083946, 80.07268 14.082946))",08fc501d-1eec-4145-88e8-4d5611164b5d,Unauthorized,318,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
a131cecf-6cd2-46f5-8c8a-56da12016213,198/4A,VIL015,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.010123,14.023102","POLYGON((80.009373 14.022602, 80.010873 14.022602, 80.010873 14.023602, 80.009373 14.023602, 80.009373 14.022602))",089474eb-a54e-4247-8e0a-b837c5fe499c,Unauthorized,629,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
251706a8-8563-461b-8ebf-6c4c66b4fbd3,286/9A,VIL016,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.057003,14.09475","POLYGON((80.056253 14.09425, 80.057753 14.09425, 80.057753 14.09525, 80.056253 14.09525, 80.056253 14.09425))",1aad79a4-096a-4c80-8cb3-14a17ebd96e6,Unauthorized,336,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
6674a079-0ca3-48f2-97c6-77537a6be004,235/7A,VIL017,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.076628,14.057656","POLYGON((80.075878 14.057156, 80.077378 14.057156, 80.077378 14.058156, 80.075878 14.058156, 80.075878 14.057156))",6b108b41-c980-453e-ab86-8d8e076b9704,Approved,461,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
f358da4e-a487-4cbd-9474-66b6b2ae5a63,259/6A,VIL018,MAN008,NLR,DummyVillage,DummyMandal,Nellore,"80.079246,14.054997","POLYGON((80.078496 14.054497, 80.079996 14.054497, 80.079996 14.055497, 80.078496 14.055497, 80.078496 14.054497))",05c64f1c-567e-40fd-bd86-9caf82cb0b47,Approved,1027,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b3065950-ec7d-455e-9ead-0e950bdd6092,282/6A,VIL019,MAN009,NLR,DummyVillage,DummyMandal,Nellore,"80.093352,14.090248","POLYGON((80.092602 14.089748, 80.094102 14.089748, 80.094102 14.090748, 80.092602 14.090748, 80.092602 14.089748))",1bb78969-0281-4810-ba07-1b9f0ffdacf8,Pending,964,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
aed51fdb-1b48-4464-bb15-ac61c531e999,166/10A,VIL000,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.076418,14.043059","POLYGON((80.075668 14.042559, 80.077168 14.042559, 80.077168 14.043559, 80.075668 14.043559, 80.075668 14.042559))",169449d8-ca9d-4c65-a679-e5a00390cf69,Unauthorized,558,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
f0f7a7d6-14c4-46cd-8b47-1872da5407e5,131/6A,VIL001,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.037506,14.055024","POLYGON((80.036756 14.054524, 80.038256 14.054524, 80.038256 14.055524, 80.036756 14.055524, 80.036756 14.054524))",8561e4e3-a590-44f2-9817-19c4c8c8c139,Pending,1036,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b1f6bb1e-3f76-40e3-961c-01291dabcab1,18/5A,VIL002,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.095982,14.00002","POLYGON((80.095232 13.99952, 80.096732 13.99952, 80.096732 14.00052, 80.095232 14.00052, 80.095232 13.99952))",455b2920-43a9-41f2-88fe-3d9382a45456,Approved,1180,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
218a7445-9bb0-40de-821d-7f851473218c,4/5A,VIL003,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.013509,14.089032","POLYGON((80.012759 14.088532, 80.014259 14.088532, 80.014259 14.089532, 80.012759 14.089532, 80.012759 14.088532))",f3e7c0bb-2991-411e-a146-c77c1d18a228,Approved,764,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0373fd6b-2bdb-48e2-a1fe-80df1961e63d,142/9A,VIL004,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.00217,14.082194","POLYGON((80.00142 14.081694, 80.00292 14.081694, 80.00292 14.082694, 80.00142 14.082694, 80.00142 14.081694))",63582506-e882-4775-9ba4-00d6c0fbb0d9,Unauthorized,436,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
c32764e4-1866-41e4-83d9-35db4749bd52,80/3A,VIL005,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.009429,14.046037","POLYGON((80.008679 14.045537, 80.010179 14.045537, 80.010179 14.046537, 80.008679 14.046537, 80.008679 14.045537))",c377dbe3-1853-4594-9240-b00f5d227f68,Pending,631,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
f64f49d8-5e1b-4852-a661-597fca07f784,48/10A,VIL006,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.023299,14.081107","POLYGON((80.022549 14.080607, 80.024049 14.080607, 80.024049 14.081607, 80.022549 14.081607, 80.022549 14.080607))",7da9490d-ac2d-46c4-b027-f03fb532151d,Unauthorized,565,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
5832724b-447a-47eb-b22b-e142595da547,248/3A,VIL007,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.073427,14.072358","POLYGON((80.072677 14.071858, 80.074177 14.071858, 80.074177 14.072858, 80.072677 14.072858, 80.072677 14.071858))",c2fc53f6-17f5-4942-9029-88d837f80ce5,Unauthorized,315,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
dfe3b4bf-7042-4e7a-a9e5-e6c7041ec0ec,296/7A,VIL008,MAN008,NLR,DummyVillage,DummyMandal,Nellore,"80.059523,14.030039","POLYGON((80.058773 14.029539, 80.060273 14.029539, 80.060273 14.030539, 80.058773 14.030539, 80.058773 14.029539))",dffb3142-fd46-44c5-a926-b04676a884b3,Approved,804,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b719c689-dfb1-49db-ba67-38ae580cc1f8,214/2A,VIL009,MAN009,NLR,DummyVillage,DummyMandal,Nellore,"80.034793,14.081714","POLYGON((80.034043 14.081214, 80.035543 14.081214, 80.035543 14.082214, 80.034043 14.082214, 80.034043 14.081214))",fa783bc1-d297-4a2f-902b-3334be25c13e,Approved,143,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b8476193-fdbe-4516-99ed-452124376005,28/5A,VIL010,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.063389,14.063219","POLYGON((80.062639 14.062719, 80.064139 14.062719, 80.064139 14.063719, 80.062639 14.063719, 80.062639 14.062719))",096da715-40fb-4232-9396-474250825524,Approved,773,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e5f1cd7a-4dc8-4684-b92c-d0b9847be477,258/4A,VIL011,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.053993,14.014958","POLYGON((80.053243 14.014458, 80.054743 14.014458, 80.054743 14.015458, 80.053243 14.015458, 80.053243 14.014458))",199e9758-4c62-4f23-a90a-13caa8f43bd5,Approved,924,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
38efaf1a-21f0-4729-861a-c6a6d715abb1,295/9A,VIL012,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.097104,14.075284","POLYGON((80.096354 14.074784, 80.097854 14.074784, 80.097854 14.075784, 80.096354 14.075784, 80.096354 14.074784))",65a181f4-a53f-4cbf-9537-bab7068693b8,Approved,1004,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0d6421f6-5f78-47ff-9e15-e72c17b553b2,68/6A,VIL013,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.028978,14.039432","POLYGON((80.028228 14.038932, 80.029728 14.038932, 80.029728 14.039932, 80.028228 14.039932, 80.028228 14.038932))",28dfebec-776e-41b7-bdde-40a0c595eaa2,Pending,220,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
9c93ac77-adde-4aae-9b2b-fccd59fd0ac8,205/9A,VIL014,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.054815,14.026256","POLYGON((80.054065 14.025756, 80.055565 14.025756, 80.055565 14.026756, 80.054065 14.026756, 80.054065 14.025756))",18cebbc4-ed2c-4746-8d72-f190748a524c,Unauthorized,387,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
2fa21013-a6cd-4b9e-bd0a-187db832f812,102/8A,VIL015,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.076203,14.048092","POLYGON((80.075453 14.047592, 80.076953 14.047592, 80.076953 14.048592, 80.075453 14.048592, 80.075453 14.047592))",2c55e7ef-902f-4f6c-893a-a7a47241e711,Unauthorized,521,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
07a45509-dceb-4e0d-8ea2-d617932ba32d,269/4A,VIL016,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.056117,14.099708","POLYGON((80.055367 14.099208, 80.056867 14.099208, 80.056867 14.100208, 80.055367 14.100208, 80.055367 14.099208))",9213657a-3767-4238-ae63-73eb882351a1,Approved,665,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
3d1ee4c2-a2d0-4b84-ae52-c94c60889294,295/2A,VIL017,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.077677,14.032341","POLYGON((80.076927 14.031841, 80.078427 14.031841, 80.078427 14.032841, 80.076927 14.032841, 80.076927 14.031841))",9dd10d64-a695-4caa-973e-0d20f5a3d244,Unauthorized,967,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
89e68473-c5ae-45ea-ab80-9177899d4b21,165/6A,VIL018,MAN008,NLR,DummyVillage,DummyMandal,Nellore,"80.042354,14.034831","POLYGON((80.041604 14.034331, 80.043104 14.034331, 80.043104 14.035331, 80.041604 14.035331, 80.041604 14.034331))",d9d50df5-636e-43ad-b7f9-b76b9f024741,Unauthorized,169,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
21f53f40-5613-4ff4-acd0-5b77c2879388,180/10A,VIL019,MAN009,NLR,DummyVillage,DummyMandal,Nellore,"80.076968,14.016926","POLYGON((80.076218 14.016426, 80.077718 14.016426, 80.077718 14.017426, 80.076218 14.017426, 80.076218 14.016426))",96236343-d4ff-40b2-a0dd-49e568b4d27e,Pending,418,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
f10d54f7-3e50-4082-b44d-d2c1ffea7487,120/4A,VIL000,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.044046,14.092421","POLYGON((80.043296 14.091921, 80.044796 14.091921, 80.044796 14.092921, 80.043296 14.092921, 80.043296 14.091921))",4ad36461-efd4-42bf-8c5f-330b3efafbe7,Pending,439,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
6f187e4b-a6ff-4c05-bfc6-ae1a175e8df2,58/1A,VIL001,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.075773,14.085276","POLYGON((80.075023 14.084776, 80.076523 14.084776, 80.076523 14.085776, 80.075023 14.085776, 80.075023 14.084776))",9213657a-3767-4238-ae63-73eb882351a1,Unauthorized,422,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
bfd2a6d9-62ea-4b70-b634-f1146979f0fb,8/6A,VIL002,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.086875,14.082013","POLYGON((80.086125 14.081513, 80.087625 14.081513, 80.087625 14.082513, 80.086125 14.082513, 80.086125 14.081513))",93a53635-68cd-43bc-95f4-70e347455abd,Approved,744,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
a1ce59fe-109b-4d38-901a-db64eefc6a54,108/9A,VIL003,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.045006,14.002275","POLYGON((80.044256 14.001775, 80.045756 14.001775, 80.045756 14.002775, 80.044256 14.002775, 80.044256 14.001775))",5180f4bd-d708-4d48-988c-811216bcab31,Approved,1191,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
c9025f7b-6216-4698-9a00-bcde2d0b7cec,73/1A,VIL004,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.075036,14.05488","POLYGON((80.074286 14.05438, 80.075786 14.05438, 80.075786 14.05538, 80.074286 14.05538, 80.074286 14.05438))",0681d38c-494b-4779-997b-becd0bc29cef,Unauthorized,1198,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
3c30064b-1585-4332-9c82-41baf93cebc9,146/4A,VIL005,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.004348,14.017032","POLYGON((80.003598 14.016532, 80.005098 14.016532, 80.005098 14.017532, 80.003598 14.017532, 80.003598 14.016532))",d492cbb6-5f91-4216-b394-a1a7b0a2d667,Unauthorized,675,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
5877f7d0-c418-4efb-bf3b-5aca5833de1d,5/2A,VIL006,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.005309,14.065476","POLYGON((80.004559 14.064976, 80.006059 14.064976, 80.006059 14.065976, 80.004559 14.065976, 80.004559 14.064976))",b7a1523d-387c-439e-be25-2ca6d94337f5,Unauthorized,675,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
ead2d9b6-bdbe-4499-bf99-adc8692fe9be,185/2A,VIL007,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.066298,14.091287","POLYGON((80.065548 14.090787, 80.067048 14.090787, 80.067048 14.091787, 80.065548 14.091787, 80.065548 14.090787))",d8aa73a0-02af-411a-80b1-6b90f2adca5b,Pending,911,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e4d4a1f8-c4d5-466a-b7dc-3fe5a9329f84,51/6A,VIL008,MAN008,NLR,DummyVillage,DummyMandal,Nellore,"80.023117,14.03807","POLYGON((80.022367 14.03757, 80.023867 14.03757, 80.023867 14.03857, 80.022367 14.03857, 80.022367 14.03757))",4901a10f-42f1-41c9-bf23-56e63cc8f879,Unauthorized,300,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
807103fc-54c5-4c4e-abcb-6c667aeaf3d6,235/9A,VIL009,MAN009,NLR,DummyVillage,DummyMandal,Nellore,"80.018642,14.050065","POLYGON((80.017892 14.049565, 80.019392 14.049565, 80.019392 14.050565, 80.017892 14.050565, 80.017892 14.049565))",3c49b317-5495-4e4c-87a5-41181de8fa6a,Unauthorized,164,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
b0ef8b8b-a5ac-4d31-a746-7a26cd4c2e08,157/6A,VIL010,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.003975,14.092227","POLYGON((80.003225 14.091727, 80.004725 14.091727, 80.004725 14.092727, 80.003225 14.092727, 80.003225 14.091727))",2df855cc-7653-4d73-8f35-7639ed582371,Pending,441,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e1074ad7-832c-44a7-b3b1-3991cd65495c,182/5A,VIL011,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.001837,14.068431","POLYGON((80.001087 14.067931, 80.002587 14.067931, 80.002587 14.068931, 80.001087 14.068931, 80.001087 14.067931))",08ef7d7a-065d-4937-984e-c21a493c9cf0,Unauthorized,684,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
c69cfc82-abd5-48d8-9b0e-49ea9af18bc7,199/1A,VIL012,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.081189,14.062579","POLYGON((80.080439 14.062079, 80.081939 14.062079, 80.081939 14.063079, 80.080439 14.063079, 80.080439 14.062079))",d8372c47-ef84-4a2b-bf85-d0617d7c6865,Unauthorized,693,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
094c14aa-e3c7-46bd-a4ee-ac6dec076c86,202/3A,VIL013,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.022558,14.034179","POLYGON((80.021808 14.033679, 80.023308 14.033679, 80.023308 14.034679, 80.021808 14.034679, 80.021808 14.033679))",53030146-560b-4b5d-8de6-3b0110a97a45,Unauthorized,902,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
028c2021-9871-4d49-85b9-8278462477be,117/7A,VIL014,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.052072,14.067799","POLYGON((80.051322 14.067299, 80.052822 14.067299, 80.052822 14.068299, 80.051322 14.068299, 80.051322 14.067299))",169449d8-ca9d-4c65-a679-e5a00390cf69,Unauthorized,432,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
14206171-2e71-4f86-85d8-7449b01aab45,169/8A,VIL015,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.042646,14.031238","POLYGON((80.041896 14.030738, 80.043396 14.030738, 80.043396 14.031738, 80.041896 14.031738, 80.041896 14.030738))",ee218f26-da1d-4e85-90bf-118c28a8a824,Approved,543,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
2c5b68f1-4980-4795-8ee4-164b57368b47,104/3A,VIL016,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.065247,14.058103","POLYGON((80.064497 14.057603, 80.065997 14.057603, 80.065997 14.058603, 80.064497 14.058603, 80.064497 14.057603))",a2734bdc-a7b9-44f5-bc70-f3f314f81ff7,Unauthorized,1192,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
a9ea8163-94d1-49e7-8b30-903fac36701a,75/10A,VIL017,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.090956,14.043006","POLYGON((80.090206 14.042506, 80.091706 14.042506, 80.091706 14.043506, 80.090206 14.043506, 80.090206 14.042506))",e18442b3-d00c-4461-a333-2e08f78efea5,Approved,770,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0b7dec64-a135-416f-ad29-8158191b8d03,61/3A,VIL018,MAN008,NLR,DummyVillage,DummyMandal,Nellore,"80.006781,14.053296","POLYGON((80.006031 14.052796, 80.007531 14.052796, 80.007531 14.053796, 80.006031 14.053796, 80.006031 14.052796))",c516c14b-7bd9-48eb-930d-00ed523e0256,Approved,180,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
cb585cb6-fb0b-4f87-80ae-87181573eb0a,212/7A,VIL019,MAN009,NLR,DummyVillage,DummyMandal,Nellore,"80.076544,14.088013","POLYGON((80.075794 14.087513, 80.077294 14.087513, 80.077294 14.088513, 80.075794 14.088513, 80.075794 14.087513))",50d9e9c7-bac1-4cdf-85e2-0c70c5933316,Pending,680,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
247614b7-5795-41d1-9301-23a1a4eae20e,68/3A,VIL000,MAN000,NLR,DummyVillage,DummyMandal,Nellore,"80.015196,14.018793","POLYGON((80.014446 14.018293, 80.015946 14.018293, 80.015946 14.019293, 80.014446 14.019293, 80.014446 14.018293))",fbd29768-bfff-4336-b7a1-8f0c402400af,Unauthorized,666,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
9ab657a5-9a16-43a6-97d4-0e4c7bc1f4cf,119/4A,VIL001,MAN001,NLR,DummyVillage,DummyMandal,Nellore,"80.06056,14.061236","POLYGON((80.05981 14.060736, 80.06131 14.060736, 80.06131 14.061736, 80.05981 14.061736, 80.05981 14.060736))",252287f5-535e-4400-93d1-8398f08dd7c3,Approved,855,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
4d1e9ee0-31e0-43af-bb76-59ec367158aa,69/9A,VIL002,MAN002,NLR,DummyVillage,DummyMandal,Nellore,"80.007948,14.077983","POLYGON((80.007198 14.077483, 80.008698 14.077483, 80.008698 14.078483, 80.007198 14.078483, 80.007198 14.077483))",fa89d98e-25f7-404a-b72d-833c58b6ac1b,Unauthorized,1080,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
83b9ab8e-8b90-4dc6-9e5c-cbcadbfabf14,199/8A,VIL003,MAN003,NLR,DummyVillage,DummyMandal,Nellore,"80.071202,14.037396","POLYGON((80.070452 14.036896, 80.071952 14.036896, 80.071952 14.037896, 80.070452 14.037896, 80.070452 14.036896))",1c735f1c-1b30-4ef9-adf5-2f67a25ee90e,Approved,455,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
f0740e43-c244-45f4-b319-c0b6a237437b,8/5A,VIL004,MAN004,NLR,DummyVillage,DummyMandal,Nellore,"80.019326,14.003223","POLYGON((80.018576 14.002723, 80.020076 14.002723, 80.020076 14.003723, 80.018576 14.003723, 80.018576 14.002723))",d56c4c59-41bc-4c6e-ac81-43d09f034a60,Pending,575,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
e140e85a-2472-451a-bc6c-b1c4ec7ffdcb,105/2A,VIL005,MAN005,NLR,DummyVillage,DummyMandal,Nellore,"80.074237,14.098824","POLYGON((80.073487 14.098324, 80.074987 14.098324, 80.074987 14.099324, 80.073487 14.099324, 80.073487 14.098324))",ce37b570-7411-4d0b-ae22-710a066ec331,Pending,1123,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
0292926d-dc7f-4390-997c-91cc918a30bb,127/7A,VIL006,MAN006,NLR,DummyVillage,DummyMandal,Nellore,"80.068786,14.086677","POLYGON((80.068036 14.086177, 80.069536 14.086177, 80.069536 14.087177, 80.068036 14.087177, 80.068036 14.086177))",9407f992-363e-4a8c-a9ce-ad90b4705124,Approved,899,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
70133292-806a-4ec7-9a1d-d0a94889eb97,293/10A,VIL007,MAN007,NLR,DummyVillage,DummyMandal,Nellore,"80.07202,14.039415","POLYGON((80.07127 14.038915, 80.07277 14.038915, 80.07277 14.039915, 80.07127 14.039915, 80.07127 14.038915))",693dff89-6eea-4f77-991b-f3ae7c9dd2a7,Unauthorized,198,2025-09-12T09:10:07Z,2025-09-12T09:10:07Z
